Fecha de creacion;Estado;Ubicacion;Origen;Modelo;Precio de la publicacion;Precio de la reserva;Gastos administrativo;Seguro base;Seguro Contra Terceros;Seguro Premium;Precio final;Pago seña;Pendiente Por Cobrar;Check-in;Check-out;Dias de Alquiler;Pago de garantia;Monto de la garantia;Provincia;Marca
2024-12-07 12:36:26.966578;CANCELADA;San Isidro, Buenos Aires, Argentina;WEB;Kwid;45000;180000;15300;22000;0;23600;240900;0;0;2/1/25 5:00;5/1/25 15:00;4;NO;400000;Buenos Aires;Renault
2024-12-07 13:23:00.864305;COMPLETADA;Rafaela 4788, Buenos Aires, Argentina;;Sandero;60000;300000;25500;27500;0;0;353000;0;0;13/12/24 11:00;18/12/24 11:00;5;SI;400000;Buenos Aires;Renault
2024-12-07 14:30:01.823480;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;98000;8330;11000;0;0;117330;0;0;7/12/24 15:00;9/12/24 12:30;2;NO;400000;Buenos Aires;Renault
2024-12-07 15:01:17.523832;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;245000;20825;27500;0;0;293325;0;0;28/12/24 8:00;2/1/25 8:00;5;NO;400000;Buenos Aires;Renault
2024-12-07 20:38:54.468398;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;WEB;Suran;60000;120000;10200;11000;0;0;141200;0;0;9/12/24 11:00;11/12/24 11:00;2;NO;400000;Buenos Aires;Volkswagen
2024-12-08 00:11:00.504048;CANCELADA;Av. Lope de Vega 2247, Buenos Aires, Argentina;APP;Cronos  1.3;45000;315000;26775;38500;0;0;380275;0;0;5/1/25 0:09;12/1/25 0:09;7;NO;400000;Buenos Aires;Fiat
2024-12-08 09:17:19.932048;CANCELADA;Tucumán 600, Guaymallén, Mendoza Province, Argentina;WEB;Polo;60000;240000;20400;22000;0;23600;306000;0;0;8/12/24 9:13;12/12/24 9:13;4;NO;400000;Mendoza;Volkswagen
2024-12-08 11:37:50.750475;CANCELADA;San Isidro, Buenos Aires, Argentina;APP;Kwid;45000;495000;42075;60500;0;0;597575;0;0;28/12/24 11:36;8/1/25 11:36;11;NO;400000;Buenos Aires;Renault
2024-12-08 11:41:23.623498;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;490000;41650;55000;0;59000;645650;0;0;28/12/24 11:40;7/1/25 11:40;10;NO;400000;Buenos Aires;Renault
2024-12-08 14:14:36.532260;CANCELADA;Av. Lope de Vega 2247, Buenos Aires, Argentina;APP;Cronos  1.3;45000;495000;42075;60500;0;64900;662475;0;0;28/12/24 14:14;8/1/25 14:14;11;NO;400000;Buenos Aires;Fiat
2024-12-08 19:32:12.288370;CANCELADA;Av. Lope de Vega 2247, Buenos Aires, Argentina;WEB;Spin;75000;150000;12750;11000;0;11800;185550;0;0;24/12/24 18:00;26/12/24 18:00;2;NO;400000;Buenos Aires;Chevrolet
2024-12-08 20:40:38.968173;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;392000;33320;44000;0;0;469320;0;0;20/1/25 20:37;28/1/25 20:37;8;NO;400000;Buenos Aires;Renault
2024-12-09 06:39:42.142217;CANCELADA;Holiday Inn Buenos Aires Ezeiza Airport, an IHG Hotel, Autopista Riccheri, Buenos Aires Province, Argentina;WEB;VITO  119 TOURER 7+1;120000;240000;20400;11000;0;0;271400;0;0;7/1/25 6:37;9/1/25 6:37;2;NO;400000;Buenos Aires;Mercedes
2024-12-09 08:49:57.638567;CANCELADA;Ohiggins 1940, Formosa, Formosa Province, Argentina;WEB;SONIC 1.6 4 PTAS LT;45000;225000;19125;27500;0;0;271625;0;0;10/12/24 14:00;14/12/24 16:30;5;NO;400000;Formosa;Chevrolet
2024-12-09 10:25:25.262943;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;392000;33320;44000;0;47200;516520;0;0;26/12/24 10:22;3/1/25 10:22;8;NO;400000;Buenos Aires;Renault
2024-12-09 14:23:05.175066;COMPLETADA;Avenida Cabildo 759, Buenos Aires, Argentina;;Fiesta;60000;490600;35700;38500;0;0;564800;0;0;4/1/25 14:00;12/1/25 14:00;7;SI;400000;Buenos Aires;Ford
2024-12-09 14:42:16.706742;CANCELADA;Luna 456, Buenos Aires, Argentina;APP;Versa;48000;192000;16320;22000;0;0;230320;0;0;20/12/24 9:00;23/12/24 21:00;4;NO;400000;Buenos Aires;Nissan
2024-12-09 14:59:44.491431;CANCELADA;Av. Lope de Vega 2247, Buenos Aires, Argentina;APP;Cronos  1.3;45000;135000;11475;16500;0;0;162975;0;0;20/12/24 14:58;23/12/24 14:58;3;NO;400000;Buenos Aires;Fiat
2024-12-09 15:07:20.117517;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;245000;20825;27500;0;0;293325;0;0;12/12/24 8:00;16/12/24 18:00;5;NO;400000;Buenos Aires;Renault
2024-12-09 15:44:59.326654;CANCELADA;Salta;APP;Sandero;45000;135000;11475;16500;0;0;162975;0;0;24/12/24 19:10;27/12/24 16:00;3;NO;400000;Salta;Renault
2024-12-09 15:56:40.328340;CANCELADA;Salta, Salta Province, Argentina;APP;Sandero;55000;165000;14025;16500;0;0;195525;0;0;24/12/24 19:10;27/12/24 16:00;3;NO;400000;Salta;Renault
2024-12-09 19:41:23.568848;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;637000;54145;71500;0;0;762645;0;0;4/1/25 15:00;16/1/25 19:37;13;NO;400000;Buenos Aires;Renault
2024-12-09 23:58:11.396185;CANCELADA;La Boca, Buenos Aires, Argentina;APP;Corolla;65000;130000;11050;11000;0;11800;163850;0;0;24/12/24 23:56;26/12/24 23:56;2;NO;400000;Buenos Aires;Toyota
2024-12-10 07:35:54.819407;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;392000;33320;44000;0;47200;516520;0;0;30/12/24 8:00;7/1/25 8:00;8;NO;400000;Buenos Aires;Renault
2024-12-10 07:36:58.066089;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;392000;33320;44000;0;47200;516520;0;0;30/12/24 9:00;7/1/25 9:00;8;NO;400000;Buenos Aires;Renault
2024-12-10 08:12:09.040261;CANCELADA;San Isidro, Buenos Aires, Argentina;APP;Kwid;45000;135000;11475;16500;0;17700;180675;0;0;28/12/24 7:00;30/12/24 22:00;3;NO;400000;Buenos Aires;Renault
2024-12-10 08:35:42.042582;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;APP;Kicks;70000;490000;41650;38500;0;41300;611450;0;0;27/12/24 8:35;3/1/25 8:35;7;NO;400000;Buenos Aires;Nissan
2024-12-10 11:09:10.977143;CANCELADA;Holiday Inn Buenos Aires Ezeiza Airport, an IHG Hotel, Autopista Riccheri, Buenos Aires Province, Argentina;APP;VITO  119 TOURER 7+1;120000;360000;30600;16500;0;17700;424800;0;0;24/12/24 0:00;26/12/24 18:00;3;NO;400000;Buenos Aires;Mercedes
2024-12-10 11:36:25.807889;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;196000;16660;22000;0;0;234660;0;0;29/12/24 9:00;2/1/25 9:00;4;NO;400000;Buenos Aires;Renault
2024-12-10 11:59:36.359830;CANCELADA;Buenos Aires;;Prisma 1.4 LT;60000;720000;61200;66000;0;0;847200;0;0;4/1/25 14:00;16/1/25 14:00;12;NO;400000;Buenos Aires;Chevrolet
2024-12-10 14:22:59.908170;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;294000;24990;33000;0;35400;387390;0;0;30/12/24 14:30;5/1/25 14:30;6;NO;400000;Buenos Aires;Renault
2024-12-10 15:21:41.270586;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;147000;12495;16500;0;0;175995;0;0;10/12/24 15:20;13/12/24 15:20;3;NO;400000;Buenos Aires;Renault
2024-12-10 17:37:44.435879;COMPLETADA;Avenida Rivadavia 5627, Buenos Aires, Argentina;;Polo;70000;560000;47600;44000;0;47200;698800;0;0;30/12/24 9:00;7/1/25 9:00;8;SI;400000;Buenos Aires;Volkswagen
2024-12-10 20:59:12.679482;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;294000;24990;33000;0;35400;387390;0;0;30/12/24 9:00;4/1/25 21:00;6;NO;400000;Buenos Aires;Renault
2024-12-10 22:30:26.924353;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;WEB;Suran;60000;180000;15300;16500;0;0;211800;0;0;11/12/24 22:30;14/12/24 22:30;3;NO;400000;Buenos Aires;Volkswagen
2024-12-11 08:31:59.810920;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;294000;24990;33000;0;0;351990;0;0;11/12/24 8:27;16/12/24 18:00;6;NO;400000;Buenos Aires;Renault
2024-12-11 13:26:28.903306;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;308 1.6 ALLURE;25000;265000;22525;49500;0;0;337025;0;0;15/1/25 13:25;24/1/25 13:25;9;NO;400000;Buenos Aires;Peugeot
2024-12-11 17:32:08.685978;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;308 1.6 ALLURE;25000;50000;4250;11000;0;0;65250;0;0;16/12/24 17:27;18/12/24 17:27;2;NO;400000;Buenos Aires;Peugeot
2024-12-11 17:49:49.557759;CANCELADA;Mendoza, Capital Department, Mendoza Province, Argentina;APP;208;32000;230000;19550;38500;0;41300;329350;0;0;3/3/25 17:47;10/3/25 17:47;7;NO;400000;Mendoza;Peugeot
2024-12-12 06:39:25.351692;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;343000;29155;38500;0;0;410655;0;0;22/12/24 10:00;29/12/24 9:30;7;NO;400000;Buenos Aires;Renault
2024-12-12 06:39:25.392587;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;343000;29155;38500;0;0;410655;0;0;22/12/24 10:00;29/12/24 9:30;7;NO;400000;Buenos Aires;Renault
2024-12-12 06:40:55.801369;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;WEB;Logan;50000;350000;29750;38500;0;0;418250;0;0;22/12/24 10:00;29/12/24 9:30;7;NO;400000;Buenos Aires;Renault
2024-12-12 10:41:39.704924;CANCELADA;Vicente López, Buenos Aires Province, Argentina;APP;HIACE 2.8 WAGON AT6 10 AS;180849;542547;46116;16500;0;0;605163;0;0;27/12/24 9:00;30/12/24 9:00;3;NO;400000;Buenos Aires;Toyota
2024-12-12 11:01:00.000566;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;245000;20825;27500;0;0;293325;0;0;28/12/24 8:00;2/1/25 8:00;5;NO;400000;Buenos Aires;Renault
2024-12-12 11:29:24.672061;COMPLETADA;Benjamín Matienzo 1431, Godoy Cruz, Mendoza, Argentina;;408 1.6 HDI ALLURE;50000;300000;25500;33000;0;35400;413900;0;0;21/1/24 9:00;27/1/24 9:00;6;SI;400000;Mendoza;Peugeot
2024-12-12 12:00:53.676225;CANCELADA;Avenida Patricias Argentinas 111, CABA, Buenos Aires, Argentina;;Cronos  1.3;60000;420000;35700;38500;0;0;494200;0;0;21/12/24 9:00;27/12/24 16:00;7;NO;400000;Buenos Aires;Fiat
2024-12-12 12:03:00.033955;COMPLETADA;Avenida Patricias Argentinas 111, CABA, Buenos Aires, Argentina;;Cronos  1.3;60000;480000;40800;44000;0;47200;612000;0;0;21/12/24 9:00;28/12/24 16:00;8;SI;400000;Buenos Aires;Fiat
2024-12-12 13:05:17.650940;COMPLETADA;Rivadavia 745, Cañuelas, Buenos Aires Province, Argentina;;Onix;60000;300000;25500;27500;0;0;353000;0;0;21/12/24 10:00;26/12/24 10:00;5;SI;400000;Buenos Aires;Chevrolet
2024-12-12 13:54:55.475185;CANCELADA;Ituzaingó, Buenos Aires Province, Argentina;APP;Fiesta;45000;100000;8500;11000;0;0;119500;0;0;14/12/24 13:53;16/12/24 13:53;2;NO;400000;Buenos Aires;Ford
2024-12-12 14:39:09.208690;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;308 1.6 ALLURE;25000;70000;5950;11000;0;11800;98750;0;0;13/12/24 17:50;15/12/24 17:50;2;NO;400000;Buenos Aires;Peugeot
2024-12-12 15:25:34.674776;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;WEB;308 1.6 ALLURE;25000;165000;14025;27500;0;29500;236025;0;0;8/2/25 12:00;12/2/25 18:00;5;NO;400000;Buenos Aires;Peugeot
2024-12-12 15:46:39.942163;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;308 1.6 ALLURE;25000;215000;18275;38500;0;41300;313075;0;0;19/12/24 15:46;26/12/24 15:46;7;NO;400000;Buenos Aires;Peugeot
2024-12-12 15:52:37.001739;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;308 1.6 ALLURE;25000;90000;7650;11000;0;11800;120450;0;0;14/12/24 15:52;16/12/24 15:52;2;NO;400000;Buenos Aires;Peugeot
2024-12-12 22:34:37.294213;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;308 1.6 ALLURE;25000;215000;18275;38500;0;0;271775;0;0;16/12/24 22:33;23/12/24 22:33;7;NO;400000;Buenos Aires;Peugeot
2024-12-13 07:21:22.751199;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;98000;8330;11000;0;0;117330;0;0;14/12/24 7:20;16/12/24 7:20;2;NO;400000;Buenos Aires;Renault
2024-12-13 08:00:21.809652;CANCELADA;La Boca, Buenos Aires, Argentina;APP;Corolla;65000;140000;11900;11000;0;11800;174700;0;0;13/12/24 18:00;15/12/24 18:00;2;NO;400000;Buenos Aires;Toyota
2024-12-13 08:42:31.856712;CANCELADA;Ohiggins 1940, Formosa, Formosa Province, Argentina;WEB;SONIC 1.6 4 PTAS LT;45000;135000;11475;16500;0;0;162975;0;0;23/12/24 19:00;26/12/24 19:00;3;NO;400000;Formosa;Chevrolet
2024-12-13 11:47:26.852295;COMPLETADA;De los Notros 515, San Carlos de Bariloche, Río Negro Province, Argentina;WEB;Cronos  1.3;63825;638250;54251;55000;0;0;777501;0;0;26/12/24 7:00;4/1/25 16:00;10;SI;400000;Río Negro;Fiat
2024-12-13 14:31:53.596185;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;WEB;308 1.6 ALLURE;25000;25000;2125;5500;0;0;32625;0;0;31/12/24 7:00;1/1/25 7:00;1;NO;400000;Buenos Aires;Peugeot
2024-12-13 14:58:46.987914;CANCELADA;Buenos Aires;;Prisma 1.4 LT;60000;300000;25500;27500;0;29500;382500;0;0;28/12/24 8:00;2/1/25 8:00;5;SI;400000;Buenos Aires;Chevrolet
2024-12-13 15:17:57.121393;CANCELADA;Avenida Patricias Argentinas 111, CABA, Buenos Aires, Argentina;;Cronos  1.3;60000;420000;35700;38500;0;0;494200;0;0;30/12/24 11:00;6/1/25 11:00;7;NO;400000;Buenos Aires;Fiat
2024-12-13 15:18:53.435869;CANCELADA;Avenida Patricias Argentinas 111, CABA, Buenos Aires, Argentina;;Cronos  1.3;60000;360000;30600;33000;0;0;423600;0;0;30/12/24 11:00;5/1/25 11:00;6;NO;400000;Buenos Aires;Fiat
2024-12-13 16:41:37.244172;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;;mobi;50000;50000;4250;5500;0;0;50000;0;0;14/12/24 16:30;15/12/24 16:30;1;NO;400000;Buenos Aires;Fiat
2024-12-13 19:23:06.032498;CANCELADA;Fray Justo Santa María de Oro 4624, Caseros, Buenos Aires Province, Argentina;APP;Kangoo;70000;70000;5950;5500;0;5900;87350;0;0;13/12/24 22:00;14/12/24 22:00;1;NO;400000;Buenos Aires;Ford
2024-12-13 21:28:17.899692;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;49000;4165;5500;0;0;58665;0;0;15/12/24 11:00;16/12/24 11:00;1;NO;400000;Buenos Aires;Renault
2024-12-13 21:45:49.591396;CANCELADA;Núñez, CABA, Buenos Aires, Argentina;WEB;Cronos  1.3;60000;610000;51850;55000;0;0;716850;0;0;24/12/24 21:43;3/1/25 21:43;10;NO;400000;Buenos Aires;Fiat
2024-12-13 22:37:11.603862;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;WEB;YARIS;70000;700000;59500;55000;0;0;814500;0;0;24/12/24 22:35;3/1/25 22:35;10;NO;400000;Buenos Aires;Toyota
2024-12-13 22:39:27.349932;CANCELADA;Belgrano, Buenos Aires, Argentina;WEB;Corolla;70000;710000;60350;55000;0;0;825350;0;0;24/12/24 22:35;3/1/25 22:35;10;NO;400000;Buenos Aires;Toyota
2024-12-13 22:41:21.216079;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;WEB;Logan;50000;500000;42500;55000;0;0;597500;0;0;24/12/24 22:35;3/1/25 22:35;10;NO;400000;Buenos Aires;Renault
2024-12-13 23:01:51.792859;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;98000;8330;11000;0;11800;129130;0;0;14/12/24 21:00;16/12/24 21:00;2;NO;400000;Buenos Aires;Renault
2024-12-14 05:52:44.690958;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;490000;41650;55000;0;0;586650;0;0;23/12/24 14:00;2/1/25 14:00;10;NO;400000;Buenos Aires;Renault
2024-12-14 05:53:08.358271;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;WEB;Kicks;70000;700000;59500;55000;0;0;814500;0;0;23/12/24 14:00;2/1/25 14:00;10;NO;400000;Buenos Aires;Nissan
2024-12-14 05:53:14.096991;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;WEB;Kicks;70000;700000;59500;55000;0;0;814500;0;0;23/12/24 14:00;2/1/25 14:00;10;NO;400000;Buenos Aires;Nissan
2024-12-14 05:53:45.514912;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;WEB;YARIS;70000;700000;59500;55000;0;0;814500;0;0;23/12/24 14:00;2/1/25 14:00;10;NO;400000;Buenos Aires;Toyota
2024-12-14 05:54:17.537376;CANCELADA;Belgrano, Buenos Aires, Argentina;WEB;Corolla;70000;710000;60350;55000;0;0;825350;0;0;23/12/24 14:00;2/1/25 14:00;10;NO;400000;Buenos Aires;Toyota
2024-12-14 05:54:54.515308;CANCELADA;Palermo, Buenos Aires, Argentina;WEB;Sandero;60400;604000;51340;55000;0;0;710340;0;0;23/12/24 14:00;2/1/25 14:00;10;NO;400000;Buenos Aires;Renault
2024-12-14 07:48:24.084398;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;WEB;Kicks;70000;700000;59500;55000;0;0;814500;0;0;23/12/24 7:17;2/1/25 7:17;10;NO;400000;Buenos Aires;Nissan
2024-12-14 09:10:21.381815;CANCELADA;Capital, Córdoba, Argentina;WEB;Prisma 1.4 LT;48000;144000;12240;16500;0;17700;190440;0;0;24/12/24 9:05;27/12/24 9:05;3;NO;400000;Córdoba;Chevrolet
2024-12-14 12:35:40.424731;COMPLETADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;;mobi;50000;100000;8500;11000;0;11800;143100;0;0;14/12/24 13:00;16/12/24 13:00;2;SI;400000;Buenos Aires;Fiat
2024-12-14 12:56:45.867781;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;APP;Kicks;70000;140000;11900;11000;0;0;162900;0;0;30/12/24 19:30;1/1/25 19:30;2;NO;400000;Buenos Aires;Nissan
2024-12-14 12:58:38.116439;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;343000;29155;38500;0;0;410655;0;0;30/12/24 16:00;6/1/25 16:00;7;NO;400000;Buenos Aires;Renault
2024-12-14 14:23:12.976190;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;APP;Kicks;70000;140000;11900;11000;0;11800;174700;0;0;24/12/24 14:00;26/12/24 14:00;2;NO;400000;Buenos Aires;Nissan
2024-12-14 17:03:53.216980;CANCELADA;Palermo, Buenos Aires, Argentina;APP;Vento;70000;140000;11900;11000;0;11800;174700;0;0;24/12/24 14:00;26/12/24 14:00;2;NO;400000;Buenos Aires;Volkswagen
2024-12-14 19:29:08.763601;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;308 1.6 ALLURE;25000;25000;2125;5500;0;5900;38525;0;0;24/12/24 19:28;25/12/24 19:28;1;NO;400000;Buenos Aires;Peugeot
2024-12-14 20:38:16.405022;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;WEB;308 1.6 ALLURE;25000;315000;26775;60500;0;0;402275;0;0;16/12/24 20:30;27/12/24 20:30;11;NO;400000;Buenos Aires;Peugeot
